Product category,Product category (english),Brand name,Retailer,Article no.,Article description,Article description (english),Picture url,Retail price,Old retail price,Currency,Features,Features (english),Product link
Bigoudi électrique,Electric Hair Curler,ELECTROLUX,carrefour,7332543543106,"Cuisinière Mixte Électrique 54l Electrolux 7500w 60cm, Ekm60398ow ELECTROLUX","Electrolux 7500w 60cm Electric Combination Cooker 54l, Ekm60398ow ELECTROLUX",https://www.carrefour.frhttps://media.carrefour.fr/medias/1dac61ff576b3af6a06a02bd64377e92/p_540x540/9eedb13e1e1942ff8df7fa501ae63df3-image.jpg,415.39,499.99,EUR,"
Description
Accessoire(s) inclus : Grille support de plat, Plat multi-usagesAutre(s) : Couvercle en verreClasse énergétique : ACommandes sensitives : NonConso. énerg. en mode statique (kWh/cycle ou MJ/cycle) : 0.84Conso. énerg. en mode ventilé (kWh/cycle ou MJ/cycle) : 0.76Conso. énergétique table de cuisson (Wh/kg) : 198.5Contre porte plein verre : OuiConvection : MultifonctionCouleur : BlancCouvercle : OuiDim. de la cavité en cm (H x L x P) : 32.8 x 40.8 x 40.1Double four : NonEclairage intérieur : OuiEcran : NonFour multifonction : OuiFoyer le + puissant (W) : 3 000Gril : OuiHauteur (cm) : 88.9Horloge : NonIndice d'efficacité énergétique (EEI) : 97.4Largeur : 60 cmLargeur (cm) : 60Nbre foyers : 4Nombre de foyer(s) électrique(s) : 1Nombre de foyer(s) gaz : 3Nombre de foyers : 4 foyersOuverture : Porte abattantePiano de cuisson : NonPoids (kg) : 43Porte froide : NonProfondeur (cm) : 60Programmateur : OuiPuissance du gril (W) : 1 650Puissance totale des foyers (W) : 7 500Sécurité gaz : OuiSource de chaleur / Type d'énergie : ElectriqueTiroir ou coffre de rangement : OuiType : Cuisinière mixteType d'allumage : Electronique intégréType d'éclairage intérieur : 25 WType de commandes : ManettesType de cuisinière : MixteType de four : ElectriqueType de gril : Grilloir électriqueType de nettoyage : CatalyseType de plaque : MixteType de programmateur : MinuteurVolume total net (L) : 54

","Description
Accessory (s) included: Dish support grid, Multipurpose dish Other (s): Glass cover Energy class: A Sensitive controls: NonConso. energ. in static mode (kWh / cycle or MJ / cycle): 0.84Conso. energ. in ventilated mode (kWh / cycle or MJ / cycle): 0.76Conso. energy cooktop (Wh / kg): 198.5 Against full glass door: YesConvection: MultifunctionColor: WhiteLid: YesDim. cavity in cm (H x W x D): 32.8 x 40.8 x 40.1 Double oven: No Interior lighting: Yes Screen: No Multifunction oven: Yes Most powerful fireplace (W): 3,000 Grille: Yes Height (cm): 88.9 Clock: No Index d 'energy efficiency (EEI): 97.4Width: 60 cmWidth (cm): 60Number of fireplaces: 4Number of electric firebox (s): 1Number of gas fireplaces: 3Number of fireplaces: 4 fireplaces Opening: Drop-down door Cooking pan: No Weight (kg): 43 Cold door: No Depth (cm): 60 Programmer: Yes Grill power (W): 1,650 Total power of the hotplates (W): 7,500 Gas safety: Yes Heat source / Type of energy: Electric Drawer or storage box: YesType: Combi cooker Ignition type: Integrated electronics Interior lighting type: 25 W Type of controls: Knobs Type of stove: Mixed Type of oven: Electric Type of grill: Electric grill Type of cleaning: Catalysis Type of plate: Mixed Type of timer: Timer Total net volume (L ): 54",https://www.carrefour.fr/p/cuisiniere-mixte-electrique-54l-electrolux-7500w-60cm-ekm60398ow-7332543543106?s=2155
Bigoudi électrique,Electric Hair Curler,ELECTROLUX,carrefour,7332543543106,"Cuisinière Mixte Électrique 54l Electrolux 7500w 60cm, Ekm60398ow ELECTROLUX","Electrolux 7500w 60cm Electric Combination Cooker 54l, Ekm60398ow ELECTROLUX",https://www.carrefour.frhttps://media.carrefour.fr/medias/1dac61ff576b3af6a06a02bd64377e92/p_540x540/9eedb13e1e1942ff8df7fa501ae63df3-image.jpg,377.26,399,EUR,"
Description
Accessoire(s) inclus : Grille support de plat, Plat multi-usagesAutre(s) : Couvercle en verreClasse énergétique : ACommandes sensitives : NonConso. énerg. en mode statique (kWh/cycle ou MJ/cycle) : 0.84Conso. énerg. en mode ventilé (kWh/cycle ou MJ/cycle) : 0.76Conso. énergétique table de cuisson (Wh/kg) : 198.5Contre porte plein verre : OuiConvection : MultifonctionCouleur : BlancCouvercle : OuiDim. de la cavité en cm (H x L x P) : 32.8 x 40.8 x 40.1Double four : NonEclairage intérieur : OuiEcran : NonFour multifonction : OuiFoyer le + puissant (W) : 3 000Gril : OuiHauteur (cm) : 88.9Horloge : NonIndice d'efficacité énergétique (EEI) : 97.4Largeur : 60 cmLargeur (cm) : 60Nbre foyers : 4Nombre de foyer(s) électrique(s) : 1Nombre de foyer(s) gaz : 3Nombre de foyers : 4 foyersOuverture : Porte abattantePiano de cuisson : NonPoids (kg) : 43Porte froide : NonProfondeur (cm) : 60Programmateur : OuiPuissance du gril (W) : 1 650Puissance totale des foyers (W) : 7 500Sécurité gaz : OuiSource de chaleur / Type d'énergie : ElectriqueTiroir ou coffre de rangement : OuiType : Cuisinière mixteType d'allumage : Electronique intégréType d'éclairage intérieur : 25 WType de commandes : ManettesType de cuisinière : MixteType de four : ElectriqueType de gril : Grilloir électriqueType de nettoyage : CatalyseType de plaque : MixteType de programmateur : MinuteurVolume total net (L) : 54

","Description
Accessory (s) included: Dish support grid, Multipurpose dish Other (s): Glass cover Energy class: A Sensitive controls: NonConso. energ. in static mode (kWh / cycle or MJ / cycle): 0.84Conso. energ. in ventilated mode (kWh / cycle or MJ / cycle): 0.76Conso. energy cooktop (Wh / kg): 198.5 Against full glass door: YesConvection: MultifunctionColor: WhiteLid: YesDim. cavity in cm (H x W x D): 32.8 x 40.8 x 40.1 Double oven: No Interior lighting: Yes Screen: No Multifunction oven: Yes Most powerful fireplace (W): 3,000 Grille: Yes Height (cm): 88.9 Clock: No Index d 'energy efficiency (EEI): 97.4Width: 60 cmWidth (cm): 60Number of fireplaces: 4Number of electric firebox (s): 1Number of gas fireplaces: 3Number of fireplaces: 4 fireplaces Opening: Drop-down door Cooking pan: No Weight (kg): 43 Cold door: No Depth (cm): 60 Programmer: Yes Grill power (W): 1,650 Total power of the hotplates (W): 7,500 Gas safety: Yes Heat source / Type of energy: Electric Drawer or storage box: YesType: Combi cooker Ignition type: Integrated electronics Interior lighting type: 25 W Type of controls: Knobs Type of stove: Mixed Type of oven: Electric Type of grill: Electric grill Type of cleaning: Catalysis Type of plate: Mixed Type of timer: Timer Total net volume (L ): 54",https://www.carrefour.fr/p/cuisiniere-mixte-electrique-54l-electrolux-7500w-60cm-ekm60398ow-7332543543106?s=2145
Aspirateur,Vacuum Cleaner,DYSON,carrefour,5011551006873,Jeu d'imitation Aspirateur sans fil DYSON,DYSON cordless vacuum cleaner imitation game,https://www.carrefour.fr/media/1500x1500/Photosite/BAZAR/JOUET_SPORT/5011551006873_PHOTOSITE_20211001_100327_0.jpg?placeholder=1,24.9,24.9,EUR,,,https://www.carrefour.fr/p/jeu-d-imitation-aspirateur-sans-fil-dyson-5011551006873
Bigoudi électrique,Electric Hair Curler,DELONGHI,carrefour,8004399260269,Delonghi Bq60.x Barbecue Electrique - 1 900 W DELONGHI,Delonghi Bq60.x Electric Barbecue - 1900 W DELONGHI,https://www.carrefour.frhttps://media.carrefour.fr/medias/b8a63b1553153e3cb3627cdb6e19c656/p_540x540/8289384d19114d17a6e88b7cc48f976a-image.jpg,84.08,91.51,EUR,"
Description
Puissance maximum : 1 900 W - Double grille - 2 réglages de hauteur de la grille - Plateau aluminium amovible - Témoins lumineux - Utilisation a l'extérieur possible - Structure en plastique isotherme - Sécurité : si le panneau de commande n'est pas en place arret automatique
","Description
Maximum power: 1900 W - Double grid - 2 grid height settings - Removable aluminum tray - Indicator lights - Outdoor use possible - Isothermal plastic structure - Safety: if the control panel is not in place automatic shutdown",https://www.carrefour.fr/p/delonghi-bq60-x-barbecue-electrique-1-900-w-8004399260269?s=2145
Bigoudi électrique,Electric Hair Curler,DELONGHI,carrefour,8004399252349,Delonghi F28533.w1 Friteuse Electrique Classique Rotofry - Blanc DELONGHI,Delonghi F28533.w1 Classic Electric Fryer Rotofry - White DELONGHI,https://www.carrefour.frhttps://media.carrefour.fr/medias/3b77dd8e6e9432bebc8f8c1a7e18539b/p_540x540/1fac900bf0a94b0aa7b30e4522cf6222-image.jpg,135.67,164.9,EUR,"
Description
Informations générales sur le produitMarque DELONGHI Nom du produit DELONGHI F28533.W1 Friteuse électrique classique R Catégorie FRITEUSE ELECTRIQUE Informations sur le produitVintage Non Couleur(s) Blanc
GénéralType de Produit Friteuse Contenance en aliments 1 kg Contenance en huile 1.2 litres Revêtement de surface Revêtement antiadhésif Lave-vaisselle sûr Parties amovibles Caractéristiques particulières Panier de friture rotatif, thermostat réglable, revêtement résistant à la chaleur, ouverture automatique du couvercle, filtre anti-odeur échangeable, indicateur prêt-à-cuire Réglages, commandes et voyantsFonctions du minuteur Minuteur, signal sonore de fin du programme Type de commande Electronique
ConsommationAlimentation 220 - 240 V - 50-60 Hz Puissance électrique 1800 Watt Rangement du cordon Oui
DiversCaractéristiques externes Fenêtre de viseur
Dimensions et poidsLargeur 31 cm Hauteur 24 cm Profondeur 36 cm Poids 4.1 kg
","Description
General product informationBrand DELONGHI Product name DELONGHI F28533.W1 Classic electric fryer R Category ELECTRIC FRYER Product informationVintage No Color (s) White
General Product Type Fryer Food capacity 1 kg Oil capacity 1.2 liters Surface coating Non-stick coating Safe dishwasher Removable parts Special features Rotating frying basket, adjustable thermostat, heat resistant coating, automatic lid opening, odor filter exchangeable, ready-to-cook indicator Settings, controls and indicator lights Timer functions Timer, program end sound signal Control type Electronic
Power consumption 220 - 240 V - 50-60 Hz Electrical power 1800 Watt Cord storage Yes
Miscellaneous External Features Viewfinder Window
Dimensions and weight Width 31 cm Height 24 cm Depth 36 cm Weight 4.1 kg",https://www.carrefour.fr/p/delonghi-f28533-w1-friteuse-electrique-classique-rotofry-blanc-8004399252349?s=2399
Bigoudi électrique,Electric Hair Curler,BESTRON,carrefour,8712184056347,Bestron Poele Electrique Multifonction Festa Italiana Avec Thermostat BESTRON,Bestron Festa Italiana Multifunction Electric Stove With BESTRON Thermostat,https://www.carrefour.frhttps://media.carrefour.fr/medias/96583b7daf3332d8ac51f882295f0b1c/p_540x540/8694afb4df7343dfae7d4a4b3666f8d2-image.jpg,55.42,74.9,EUR,"
Description
Bestron Poele électrique multifonction ''Festa Italiana'' - avec thermostat amovible - 1500W - en rouge
","Description
Bestron Multifunction electric stove '' Festa Italiana '' - with removable thermostat - 1500W - in red",https://www.carrefour.fr/p/bestron-poele-electrique-multifonction-festa-italiana-avec-thermostat-8712184056347?s=2399
Aspirateur,Vacuum Cleaner,ELECTROLUX,carrefour,7332543702176,Electrolux Pi81-4swn Aspirateur Robot Pure I8 ELECTROLUX,Electrolux Pi81-4swn Aspirator Robot Pure I8 ELECTROLUX,https://www.carrefour.frhttps://media.carrefour.fr/medias/e658a93ae4ea33dfb47fd569d0117d77/p_540x540/babbd40f49184ab9b6aba7ea82d1b491-image.jpg,339.99,380.2,EUR,"
Description
Nettoyage intégral autonome - vision 3D et forme triangulaire unique - Se recharge et reprend le nettoyage la où il s'est arreté - Mémoire des zones nettoyées - 3 modes de nettoyage - Détecte le vide et franchit les obstacles - Charge complete 3h
","Description
Full autonomous cleaning - 3D vision and unique triangular shape - Recharges and resumes cleaning where it left off - Memory of areas cleaned - 3 cleaning modes - Detects vacuum and clears obstacles - Full charge 3h",https://www.carrefour.fr/p/electrolux-pi81-4swn-aspirateur-robot-pure-i8-7332543702176?s=2419
Aspirateur,Vacuum Cleaner,ELECTROLUX,carrefour,7332543702176,Electrolux Pi81-4swn Aspirateur Robot Pure I8 ELECTROLUX,Electrolux Pi81-4swn Aspirator Robot Pure I8 ELECTROLUX,https://www.carrefour.frhttps://media.carrefour.fr/medias/e658a93ae4ea33dfb47fd569d0117d77/p_540x540/babbd40f49184ab9b6aba7ea82d1b491-image.jpg,476.8,499.9,EUR,"
Description
Nettoyage intégral autonome - vision 3D et forme triangulaire unique - Se recharge et reprend le nettoyage la où il s'est arreté - Mémoire des zones nettoyées - 3 modes de nettoyage - Détecte le vide et franchit les obstacles - Charge complete 3h
","Description
Full autonomous cleaning - 3D vision and unique triangular shape - Recharges and resumes cleaning where it left off - Memory of areas cleaned - 3 cleaning modes - Detects vacuum and clears obstacles - Full charge 3h",https://www.carrefour.fr/p/electrolux-pi81-4swn-aspirateur-robot-pure-i8-7332543702176?s=2155
Aspirateur,Vacuum Cleaner,ELECTROLUX,carrefour,7332543702176,Electrolux Pi81-4swn Aspirateur Robot Pure I8 ELECTROLUX,Electrolux Pi81-4swn Aspirator Robot Pure I8 ELECTROLUX,https://www.carrefour.frhttps://media.carrefour.fr/medias/e658a93ae4ea33dfb47fd569d0117d77/p_540x540/babbd40f49184ab9b6aba7ea82d1b491-image.jpg,449.08,544.9,EUR,"
Description
Nettoyage intégral autonome - vision 3D et forme triangulaire unique - Se recharge et reprend le nettoyage la où il s'est arreté - Mémoire des zones nettoyées - 3 modes de nettoyage - Détecte le vide et franchit les obstacles - Charge complete 3h
","Description
Full autonomous cleaning - 3D vision and unique triangular shape - Recharges and resumes cleaning where it left off - Memory of areas cleaned - 3 cleaning modes - Detects vacuum and clears obstacles - Full charge 3h",https://www.carrefour.fr/p/electrolux-pi81-4swn-aspirateur-robot-pure-i8-7332543702176?s=2399
Aspirateur,Vacuum Cleaner,ELECTROLUX,carrefour,7332543702176,Electrolux Pi81-4swn Aspirateur Robot Pure I8 ELECTROLUX,Electrolux Pi81-4swn Aspirator Robot Pure I8 ELECTROLUX,https://www.carrefour.frhttps://media.carrefour.fr/medias/e658a93ae4ea33dfb47fd569d0117d77/p_540x540/babbd40f49184ab9b6aba7ea82d1b491-image.jpg,401.75,433.01,EUR,"
Description
Nettoyage intégral autonome - vision 3D et forme triangulaire unique - Se recharge et reprend le nettoyage la où il s'est arreté - Mémoire des zones nettoyées - 3 modes de nettoyage - Détecte le vide et franchit les obstacles - Charge complete 3h
","Description
Full autonomous cleaning - 3D vision and unique triangular shape - Recharges and resumes cleaning where it left off - Memory of areas cleaned - 3 cleaning modes - Detects vacuum and clears obstacles - Full charge 3h",https://www.carrefour.fr/p/electrolux-pi81-4swn-aspirateur-robot-pure-i8-7332543702176?s=2145
Aspirateur,Vacuum Cleaner,SEVERIN,carrefour,4008146023279,Aspirateur Sans Sac Severin My 7101 Multi-cyclone SEVERIN,Severin My 7101 Multi-cyclone Bagless Vacuum Cleaner SEVERIN,https://www.carrefour.frhttps://media.carrefour.fr/medias/86d4977bb1f837e981165d7b4dbd3677/p_540x540/8a0d553c1a0c4d09896cf9a0776e7425-image.jpg,99.99,169,EUR,"
Description
L'aspirateur traineau Severin MY 7101 multi-Cyclone sans sac a une aspiration puissante constante grâce à la technologie Multi-Cyclone: plus de sacs à poussière ni de filtres à remplacer . Son design a été projeté pour réduire au minimum son niveau sonore . Son filtre hepa 13, lavable et longlife, à 5 niveaux de filtrage permet d’éliminer pollens, allergènes, moisissures et odeurs désagréables de votre foyer. La brosse commutable vous permettra de nettoyer toutes les superficies de la maison. Livré avec deux accessoires: un suceur pour fentes et une brosse pour meubles/tissus. Il possède aussi un tube télescopique XL Easytouch de 90 cm de long, flexible 180 cm XL-premium, et une poignée Ergo-Soft-Grip XL avec clips de connexion .Caractéristiques / AccéssoiresCARACTERISTIQUES:


Puissance 800 W environ


Capacité du bac 1.0 L


Aspirateur sans sac idéal pour le nettoyage des sols durs, tapis et moquettes


Aspiration constante et élevée grace à sa technologie Multi-cyclone


Extremement compact, agile et puisssant.


Aucune dépense supplémentaire pour des sacs à poussière ou des filtres


Brosse pour plancher Premium-Eco commutable, avec roulettes


Set de 2 accessoires: embout meubles et joints


Poignée Ergo-Soft XL avec système auto-clips et protection anti-torsion


Filtre HEPA 13


Tube télescopique 81 cm easytouch, tube flexible Premium XL 180 cm


Nettoyage facile par pression d'une touchepour vider le collecteur de poussière


3 roues caoutchoutées


Poignée de transport pratique


Position parking horizontale ou verticale


Longueur du cable 5 m environ


Très grand rayon d’action de 8 m


affichage de nettoyage LED Sensorclean


5 étapes de filtration


Poids net 3.9 kg environ,


Poids lourd (emballage inclu) 6.7 kg environ


Dimensions de l’emballage 48.0 x 28.3 x 32.0 cm


ACCESSOIRES LIVRES:


Balai standard


Brosse meubles/tissus


Suceur joints



 
","Description
The Severin MY 7101 multi-Cyclone bagless canister vacuum cleaner has constant powerful suction thanks to Multi-Cyclone technology: no more dust bags or filters to replace. Its design has been designed to reduce its noise level to a minimum. Its washable, long-life hepa 13 filter with 5 filtering levels eliminates pollens, allergens, molds and unpleasant odors from your home. The switchable brush will allow you to clean all areas of the house. Comes with two accessories: a crevice nozzle and a furniture / fabric brush. It also has a 90 cm long XL Easytouch telescopic tube, 180 cm XL-premium flexible, and an XL Ergo-Soft-Grip handle with connection clips.


Power approx. 800 W


Bin capacity 1.0 L


Bagless vacuum cleaner ideal for cleaning hard floors, rugs and carpets


Constant and high suction thanks to its Multi-cyclone technology


Extremely compact, agile and powerful.


No additional expense for dust bags or filters


Switchable Premium-Eco floor brush, with wheels


Set of 2 accessories: furniture end cap and joints


Ergo-Soft XL handle with auto-clip system and anti-twist protection


HEPA filter 13


Telescopic tube 81 cm easytouch, Premium XL flexible tube 180 cm


Easy cleaning at the touch of a button to empty the dust collector


3 rubberized wheels


Convenient carrying handle


Horizontal or vertical parking position


Cable length approx. 5 m


Very large radius of action of 8 m


Sensorclean LED cleaning display


5 filtration stages


Net weight approximately 3.9 kg,


Heavy weight (including packaging) 6.7 kg approx.


Package dimensions 48.0 x 28.3 x 32.0 cm


ACCESSORIES DELIVERED:


Standard broom


Furniture / fabric brush


Nozzle joints",https://www.carrefour.fr/p/aspirateur-sans-sac-severin-my-7101-multi-cyclone-4008146023279?s=2417
Aspirateur,Vacuum Cleaner,MIELE,carrefour,4002516365969,Aspirateur Traineau Sans Sac Miele Boostcx1noir MIELE,Miele Boostcx1 Bagless Canister Vacuum Cleaner Black MIELE,https://www.carrefour.frhttps://media.carrefour.fr/medias/740e3e2dfcd0378a8dd8cf4e89626d26/p_540x540/eea1a437475646de85596413e5a15675-image.jpg,272.58,299.99,EUR,"
Description
Accessoire(s) inclus : 3 accessoires clipsés (suceur long, brosse à meuble suceur à coussin), Brosse universelle double position (SBD 365-3), 1 filtre Hygiène AirClean SF-HY 60 + 1 filtre à poussières fines CX-SFSAccessoire(s) supplémentaire(s) : 1 filtre Hygiène AirClean SF-HY 60 + 1 filtre à poussières fines CX-SFSAspirateur 2 en 1 : NonAutre(s) équipement(s) : Ouverture du collecteur Click2OpenBrosse combinée parquet / sols durs : NonBrosse meuble : OuiBrosse poils animaux : NonBrosse spéciale parquet : NonBrosse(s) fournie(s) : Brosse universelle double positionCapacité max. poussière (L) : 1Couleur : NoirDimensions du corps (cm) : 28 x 40 x 28Divers : Technologie VortexEau et poussière : NonEnrouleur auto. de cordon : OuiFinition / Nuance : Noir obsidien avec liseré rougeFonction laveur : NonGamme : Boost CX1Longueur du câble (m) : 6.5Matière tube : MétalNiveau sonore : 78 dBNiveau sonore (dB) : 78Niveau sonore (en dB) : Silencieux (De 70 à 80 dB)Niveaux de filtration : 3Poids (kg) : 7.75Poids aspirateur : 6 kg et plusPosition parking : LatéraleProgrammable : NonProgrammation électronique : NonPuissance utile max. (W) : 890Rangement des accessoires : 3 accessoires clipsésRayon d'action (m) : 10Sac / Sans sac : Sans sacTube télescopique : OuiTurbo Brosse : NonType : Aspirateur traineau sans sacType de brosse principale : Brosse universelle double positionType de roulettes : 1 roulette pivotante 360° / 2 grandes roues latéralesType de suceur(s) inclus : Suceur long, Suceur à coussinUtilisation : Tous types de solsVariateur de puissance : Oui
","Description
Accessory (s) included: 3 clip-on accessories (long nozzle, furniture brush cushion nozzle), Universal double position brush (SBD 365-3), 1 AirClean SF-HY 60 Hygiene filter + 1 CX-SFS fine dust filter Accessory ( Additional equipment (s): 1 AirClean SF-HY 60 Hygiene filter + 1 CX-SFS fine dust filter 2 in 1 vacuum cleaner: No Other equipment (s): Opening the Click2Open collector Combined parquet / hard floor brush: No Furniture brush: Yes Animal hair brush: No Special parquet brush: No Brush (s) supplied: Universal double position brush Max. dust (L): 1 Color: Black Body dimensions (cm): 28 x 40 x 28 Miscellaneous: Vortex technology Water and dust: No Auto winder. cord length: Yes Finish / Shade: Obsidian black with red border Washer function: No Range: Boost CX1 Cable length (m): 6.5 Tube material: Metal Sound level: 78 dB Sound level (dB): 78 Sound level (in dB): Silent (From 70 to 80 dB) Filtration levels: 3 Weight (kg): 7.75 Vacuum cleaner weight: 6 kg and more Parking position: Side Programmable: No Electronic programming: No Max. (W): 890 Accessory storage: 3 clip-on accessories Radius (m): 10 Bag / Bagless: Bagless Telescopic tube: Yes Turbo Brush: No Type: Bagless vacuum cleaner Main brush type: Dual position universal brush Castor type: 1 swivel castor 360 ° / 2 large side wheels Type of nozzle (s) included: Long nozzle, Cushion nozzle Use: All types of floors Power variator: Yes",https://www.carrefour.fr/p/aspirateur-traineau-sans-sac-miele-boostcx1noir-4002516365969?s=2145
Aspirateur,Vacuum Cleaner,LIVOO,carrefour,3523930099229,Aspirateur Robot Connecté LIVOO,LIVOO Connected Robot Vacuum,https://www.carrefour.frhttps://media.carrefour.fr/medias/929acfe3f1cd3adfa63c2839a40040f8/p_540x540/7ab10c4422024c1fa101176dc7ca09a3-image.jpg,245.38,300.99,EUR,"
Description
doh126 - livoo - L'aspirateur robot DOH126 de Livoo établit un schéma optimisé de la pièce à nettoyer grâce à sa programmation de navigation intuitive, il sait exactement où il se trouve, où il nettoie et les endroits qu'il reste à nettoyer.Il détecte automatiquement les obstacles grâce à ses 10 paires de capteurs et il détecte également le vide grâce à ses 3 paires de capteurs infrarouge.Cet aspirateur puissant, robuste, silencieux et connecté, balaie, aspire, frotte et lave les sols en même temps grâce à son réservoir 2 en 1 eau et poussières de 600 ML.Entièrement programmable par WIFI via une application pour smartphone, par télécommande ou avec les systèmes ALEXA et Google Home. - Aspirateur robot connecté.Moteur brushless puissant, robuste et silencieux.WIFI : Compatible avec les routeurs de 2.4Ghz, dans le cas des routeurs à double ou multiple fréquence (2.4Ghz-5Ghz) sélectionnez l'option 2.4Ghz.Capacité du réservoir à poussières : 300 ML.Capacité du bac à eau : 300 ML.5 modes de nettoyage : auto, ciblé, long des murs, manuel, programmation.Silencieux : niveau sonore inférieur à 60dB.Rechargement en 5/6 heures.2 puissances d'aspiration.Hauteur d'obstacles jusqu'à 2 cm grâce aux roues crantées.Système de navigation intelligente gyroscopique avec détection automatique des obstacles et du vide par capteurs infrarouge.Retour à la station de charge sur demande ou automatiquement à fin du programme ou pour batteries faibles.Batterie lithium de 2600 mAh offrant une autonomie jusqu'à 120 minutes pour une surface jusqu'à 140m2.Nettoyage intelligent grâce au contrôle possible du niveau d'aspiration, du niveau d'eau distribué pour lavez les sols et arrêt automatique de la distribution d'eau lorsque le produit est à l'arrêt ou en charge.Système d'aspiration avec brosse centrale rotative puissante et brossettes latérales pour un nettoyage en profondeur sur tout type de sols.Filtration haute performance grâce à son filtre HEPA emprisonnant efficacement les poussières et particules allergènes.Accessoires inclus : Base de rechargement, 4 brossettes latérales, 2 lingettes microfibre, 2 filtre HEPA, 1 réservoir 2 en 1, une brossette de nettoyage, une télécommande, un adaptateur.Dimensions : 35 x 35 x 8.5 cm.Poids : 3.37 kgCouleur : noir.
","Description
doh126 - livoo - Livoo's DOH126 robot vacuum cleaner draws an optimized diagram of the room to be cleaned thanks to its intuitive navigation programming, it knows exactly where it is, where it is cleaning and where it remains to be cleaned. automatically detects obstacles thanks to its 10 pairs of sensors and it also detects vacuum thanks to its 3 pairs of infrared sensors. This powerful, robust, silent and connected vacuum cleaner sweeps, vacuums, scrubs and washes floors at the same time thanks to its 2 in 1 water and dust tank of 600 ML. Fully programmable by WIFI via a smartphone application, by remote control or with ALEXA and Google Home systems. - Connected robot vacuum cleaner.Powerful, robust and silent brushless motor.WIFI: Compatible with 2.4Ghz routers, in the case of dual or multiple frequency routers (2.4Ghz-5Ghz) select the 2.4Ghz option. dust: 300 ML. Water tank capacity: 300 ML. 5 cleaning modes: auto, targeted, along walls, manual, programming Silent: sound level less than 60dB. Recharging in 5/6 hours. 2 powers of suction Height of obstacles up to 2 cm thanks to the notched wheels Intelligent gyroscopic navigation system with automatic obstacle and vacuum detection by infrared sensors Return to the charging station on request or automatically at the end of the program or for batteries 2600 mAh lithium battery offering an autonomy of up to 120 minutes for a surface of up to 140m2 Intelligent cleaning thanks to the possible control of the suction level, the level of water distributed for washing floors and automatic shut-off of water distribution when the product is stationary or under load Suction system with powerful rotating central brush and side brushes for deep cleaning on all types of floors High performance filtration thanks to its HEPA filter effectively trapping dust and allergenic particles Accessories included: Charging base, 4 side brushes, 2 microfiber wipes, 2 HEPA filters, 1 2-in-1 tank, a cleaning brush, a remote control, an adapter Dimensions: 35 x 35 x 8.5 cm .Weight: 3.37 kgColor: black.",https://www.carrefour.fr/p/aspirateur-robot-connecte-3523930099229?s=2155
Bigoudi électrique,Electric Hair Curler,BESTRON,carrefour,8712184020027,Bestron Df402b Friteuse Electrique Semi-professionnelle Double - Inox BESTRON,Bestron Df402b Semi-professional Electric Double Fryer - Stainless Steel BESTRON,https://www.carrefour.frhttps://media.carrefour.fr/medias/0cd11e0d78dc3a55a15fa66b091c150c/p_540x540/4e3c88b4729149c3aecfe64f427e05e4-image.jpg,72.5,85.92,EUR,"
Description
Informations générales sur le produitMarque BESTRON Nom du produit BESTRON DF402B Friteuse électrique semi-profession Catégorie FRITEUSE ELECTRIQUE
GénéralType de Produit Friteuse Contenance en aliments 1.5 kg Contenance en huile 4.5 litres Lave-vaisselle sûr Parties amovibles Caractéristiques particulières Sélecteur de température, témoin lumineux marche-arrêt, patins anti-dérapants, Plateau amovible, poignées thermo-isolantes, filtre anti-odeur échangeable
ConsommationAlimentation 230 V - 50 Hz Puissance électrique 2000 Watt Rangement du cordon Oui
DiversCaractéristiques externes Corps en inox brossé Fonctions de sécurité Protection contre surchauffe
","Description
General product informationBrand BESTRON Product name BESTRON DF402B Semi-professional electric fryer Category ELECTRIC FRYER
General Product Type Fryer Food capacity 1.5 kg Oil capacity 4.5 liters Safe dishwasher Removable parts Special features Temperature selector, on-off indicator light, non-slip pads, Removable tray, heat-insulating handles, exchangeable anti-odor filter
Power consumption 230 V - 50 Hz Electrical power 2000 Watt Cord storage Yes
Miscellaneous External features Brushed stainless steel body Safety functions Overheating protection",https://www.carrefour.fr/p/bestron-df402b-friteuse-electrique-semi-professionnelle-double-inox-8712184020027?s=2145
Bigoudi électrique,Electric Hair Curler,LIVOO,carrefour,3523930093371,Livoo Dop162w Batteur Electrique - Blanc LIVOO,Livoo Dop162w Electric Mixer - White LIVOO,https://www.carrefour.frhttps://media.carrefour.fr/medias/0241b4cc0e3d3973b5bc4135cb828992/p_540x540/ffbc4054d0f44c9fb09d9f3caf30417d-image.jpg,31.58,44.9,EUR,"
Description
Batteur électrique -  5 vitesses -  Bouton d'éjection des fouets -  2 batteurs et 2 pétrisseurs inclus
","Description
Electric mixer - 5 speeds - Whisk ejection button - 2 beaters and 2 kneaders included",https://www.carrefour.fr/p/livoo-dop162w-batteur-electrique-blanc-3523930093371?s=2399
